Market Code,PID,Product Category 1,Product Category 2,Product Category 3,Product Description,Brand,Pack Size,Measure,[SM] Musgrave SKU,[SM] Musgrave Best Price List,[SM] Musgrave In Stock,[SM] Musgrave Best Price,[SM] Musgrave Units per Case,[SM] Musgrave Converted To,[SM] Musgrave Unit Price,Heineken Ireland Sales Ltd SKU,Heineken Ireland Sales Ltd Best Price List,Heineken Ireland Sales Ltd In Stock,Heineken Ireland Sales Ltd Best Price,Heineken Ireland Sales Ltd Units per Case,Heineken Ireland Sales Ltd Converted To,Heineken Ireland Sales Ltd Unit Price,Lynas Foodservice Ltd SKU,Lynas Foodservice Ltd Best Price List,Lynas Foodservice Ltd In Stock,Lynas Foodservice Ltd Best Price,Lynas Foodservice Ltd Units per Case,Lynas Foodservice Ltd Converted To,Lynas Foodservice Ltd Unit Price,Robert Roberts/ Findlater & Co SKU,Robert Roberts/ Findlater & Co Best Price List,Robert Roberts/ Findlater & Co In Stock,Robert Roberts/ Findlater & Co Best Price,Robert Roberts/ Findlater & Co Units per Case,Robert Roberts/ Findlater & Co Converted To,Robert Roberts/ Findlater & Co Unit Price,Sysco Ireland SKU,Sysco Ireland Best Price List,Sysco Ireland In Stock,Sysco Ireland Best Price,Sysco Ireland Units per Case,Sysco Ireland Converted To,Sysco Ireland Unit Price,Zeus Russell Will (Zeus Packaging Ltd) SKU,Zeus Russell Will (Zeus Packaging Ltd) Best Price List,Zeus Russell Will (Zeus Packaging Ltd) In Stock,Zeus Russell Will (Zeus Packaging Ltd) Best Price,Zeus Russell Will (Zeus Packaging Ltd) Units per Case,Zeus Russell Will (Zeus Packaging Ltd) Converted To,Zeus Russell Will (Zeus Packaging Ltd) Unit Price
,823952,Non Food,Chemicals,Cleaning Chemicals,Hand Soap : Liquid Exotic,,2x5ltr,ltr,2090A,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,2090A,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,2090A,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,2090A,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,2090A,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,2090A,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0
,1547708,Non Food,Chemicals,Cleaning Chemicals,Kitchen Degreaser : Multi Purpose : Optimax Extra,,6x750ml,ml,100839611,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,100839611,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,100839611,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,100839611,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,100839611,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,100839611,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0
,700149,Non Food,Chemicals,Cleaning Chemicals,Kitchen Pro : Greaselift : Pouch Chem,,2x2ltr,ltr,e10175,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10175,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10175,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10175,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10175,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10175,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0
,1394266,Non Food,Chemicals,Cleaning Chemicals,KitchenPro Floor Cleaner : Wash & Walk,KitchenPro,2x2ltr,ltr,9081930,Greyhound Racing Ireland Group Price List,No,0,4.0000000,ltr,0,9081930,Greyhound Racing Ireland Group Price List,No,0,4.0000000,ltr,0,9081930,Greyhound Racing Ireland Group Price List,No,0,4.0000000,ltr,0,9081930,Greyhound Racing Ireland Group Price List,No,0,4.0000000,ltr,0,9081930,Greyhound Racing Ireland Group Price List,No,0,4.0000000,ltr,0,9081930,Greyhound Racing Ireland Group Price List,No,0,4.0000000,ltr,0
,761685,Non Food,Chemicals,Cleaning Chemicals,Milton Milton,Milton,2x5ltr,ltr,MILTON,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,MILTON,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,MILTON,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,MILTON,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,MILTON,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,MILTON,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0
,761676,Non Food,Chemicals,Cleaning Chemicals,Multi Purpose Cleaner : Optimax Extra,,1x6each,each,100955183,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,100955183,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,100955183,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,100955183,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,100955183,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,100955183,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0
,671991,Non Food,Chemicals,Cleaning Chemicals,Oasis Oasis Pro Glass : Cleaner chemical,Oasis,2x2ltr,ltr,e10257,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10257,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10257,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10257,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10257,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10257,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0
,757751,Non Food,Chemicals,Cleaning Chemicals,Oasis Pro : White Cotton Air Freshner,,2x2.22kg,kg,E10262,ECOLAB Irish Greyhound Board,Yes,0,4.4400000,kg,0,E10262,ECOLAB Irish Greyhound Board,Yes,0,4.4400000,kg,0,E10262,ECOLAB Irish Greyhound Board,Yes,0,4.4400000,kg,0,E10262,ECOLAB Irish Greyhound Board,Yes,0,4.4400000,kg,0,E10262,ECOLAB Irish Greyhound Board,Yes,0,4.4400000,kg,0,E10262,ECOLAB Irish Greyhound Board,Yes,0,4.4400000,kg,0
,525915,Non Food,Chemicals,Cleaning Chemicals,Oasis Pro 61D Premium,,2x2ltr,ltr,,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0
,728468,Non Food,Chemicals,Cleaning Chemicals,Oasis Pro All Bath : Chemical,Oasis,2x2.18kg,kg,E10253,ECOLAB Irish Greyhound Board,Yes,0,4.3600000,kg,0,E10253,ECOLAB Irish Greyhound Board,Yes,0,4.3600000,kg,0,E10253,ECOLAB Irish Greyhound Board,Yes,0,4.3600000,kg,0,E10253,ECOLAB Irish Greyhound Board,Yes,0,4.3600000,kg,0,E10253,ECOLAB Irish Greyhound Board,Yes,0,4.3600000,kg,0,E10253,ECOLAB Irish Greyhound Board,Yes,0,4.3600000,kg,0
,1107161,Non Food,Chemicals,Cleaning Chemicals,Oasis Pro Floor : Chemical,Oasis,2x2.18kg,kg,E10255,ECOLAB Irish Greyhound Board,Yes,0,4.3600000,kg,0,E10255,ECOLAB Irish Greyhound Board,Yes,0,4.3600000,kg,0,E10255,ECOLAB Irish Greyhound Board,Yes,0,4.3600000,kg,0,E10255,ECOLAB Irish Greyhound Board,Yes,0,4.3600000,kg,0,E10255,ECOLAB Irish Greyhound Board,Yes,0,4.3600000,kg,0,E10255,ECOLAB Irish Greyhound Board,Yes,0,4.3600000,kg,0
,525922,Non Food,Chemicals,Cleaning Chemicals,Oasis Pro Premium 20 (23%VAT),,2x2ltr,ltr,E10053,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10053,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10053,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10053,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10053,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10053,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0
,653128,Non Food,Chemicals,Cleaning Chemicals,Oasis Pro Toilet : Cleaner chemical,,2x3.051kg,kg,e10251,ECOLAB Irish Greyhound Board,Yes,0,6.1000000,kg,0,e10251,ECOLAB Irish Greyhound Board,Yes,0,6.1000000,kg,0,e10251,ECOLAB Irish Greyhound Board,Yes,0,6.1000000,kg,0,e10251,ECOLAB Irish Greyhound Board,Yes,0,6.1000000,kg,0,e10251,ECOLAB Irish Greyhound Board,Yes,0,6.1000000,kg,0,e10251,ECOLAB Irish Greyhound Board,Yes,0,6.1000000,kg,0
,804721,Non Food,Chemicals,Cleaning Chemicals,Pal Probe Wipes,Pal,10x200each,each,W20230,Greyhound Racing Ireland Group Price List,Yes,0,2000.0000000,each,0,W20230,Greyhound Racing Ireland Group Price List,Yes,0,2000.0000000,each,0,W20230,Greyhound Racing Ireland Group Price List,Yes,0,2000.0000000,each,0,W20230,Greyhound Racing Ireland Group Price List,Yes,0,2000.0000000,each,0,W20230,Greyhound Racing Ireland Group Price List,Yes,0,2000.0000000,each,0,W20230,Greyhound Racing Ireland Group Price List,Yes,0,2000.0000000,each,0
,628910,Non Food,Chemicals,Cleaning Chemicals,Puly Milk Liquid,,1x1ltr,ltr,530737,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,ltr,0,530737,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,ltr,0,530737,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,ltr,0,530737,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,ltr,0,530737,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,ltr,0,530737,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,ltr,0
,1707617,Non Food,Chemicals,Cleaning Chemicals,Soft Care Soap : Foam : Plus H42,Soft Care,6x700ml,ml,100985879,Greyhound Racing Ireland Group Price List,Yes,0,4.2000000,ltr,0,100985879,Greyhound Racing Ireland Group Price List,Yes,0,4.2000000,ltr,0,100985879,Greyhound Racing Ireland Group Price List,Yes,0,4.2000000,ltr,0,100985879,Greyhound Racing Ireland Group Price List,Yes,0,4.2000000,ltr,0,100985879,Greyhound Racing Ireland Group Price List,Yes,0,4.2000000,ltr,0,100985879,Greyhound Racing Ireland Group Price List,Yes,0,4.2000000,ltr,0
,890162,Non Food,Chemicals,Cleaning Chemicals,Softener : Floral : Ecobrite,,1x20kg,kg,E10105,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,kg,0,E10105,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,kg,0,E10105,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,kg,0,E10105,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,kg,0,E10105,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,kg,0,E10105,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,kg,0
,866408,Non Food,Chemicals,Cleaning Chemicals,Solid Protect Case,,4 x 4.5 ltr,ltr,E10010,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,ltr,0,E10010,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,ltr,0,E10010,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,ltr,0,E10010,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,ltr,0,E10010,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,ltr,0,E10010,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,ltr,0
,993662,Non Food,Chemicals,Cleaning Chemicals,Suma Cleaner : D9 Oven/Grill,Suma,6x750ml,ml,7519518,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,7519518,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,7519518,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,7519518,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,7519518,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,7519518,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0
,779923,Non Food,Chemicals,Cleaning Chemicals,Suma Suma Combi + LA6 Dishwasher,Suma,2x5ltr,ltr,7521465,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,7521465,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,7521465,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,7521465,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,7521465,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,7521465,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0
,538461,Non Food,Chemicals,Cleaning Chemicals,Toprinse Jet : Dish Wash Liquid,Toprinse,2x5ltr,ltr,E10032,ECOLAB Irish Greyhound Board,Yes,0,10.0000000,ltr,0,E10032,ECOLAB Irish Greyhound Board,Yes,0,10.0000000,ltr,0,E10032,ECOLAB Irish Greyhound Board,Yes,0,10.0000000,ltr,0,E10032,ECOLAB Irish Greyhound Board,Yes,0,10.0000000,ltr,0,E10032,ECOLAB Irish Greyhound Board,Yes,0,10.0000000,ltr,0,E10032,ECOLAB Irish Greyhound Board,Yes,0,10.0000000,ltr,0
,1444263,Non Food,Chemicals,Cleaning Chemicals,Tork Air Freshener : Refill : A1 : Citrus,Tork,12x75ml,ml,236050,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,ltr,0,236050,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,ltr,0,236050,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,ltr,0,236050,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,ltr,0,236050,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,ltr,0,236050,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,ltr,0
,1152621,Non Food,Chemicals,Cleaning Chemicals,Tork Soap : Foam : S4 Refill : Extra Mild,Tork,6x1ltr,ltr,520701,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,520701,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,520701,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,520701,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,520701,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,520701,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0
,735496,Non Food,Chemicals,Cleaning Chemicals,Urnex Urn &amp; Brewer Cleaner,Urnex,200x28g,g,R09203,Greyhound Racing Ireland Group Price List,Yes,0,5.6000000,kg,0,R09203,Greyhound Racing Ireland Group Price List,Yes,0,5.6000000,kg,0,R09203,Greyhound Racing Ireland Group Price List,Yes,0,5.6000000,kg,0,R09203,Greyhound Racing Ireland Group Price List,Yes,0,5.6000000,kg,0,R09203,Greyhound Racing Ireland Group Price List,Yes,0,5.6000000,kg,0,R09203,Greyhound Racing Ireland Group Price List,Yes,0,5.6000000,kg,0
,677740,Non Food,Chemicals,Cleaning Chemicals,Wet Wipes : Lemon,,1x1000each,each,FW,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,FW,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,FW,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,FW,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,FW,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,FW,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0
,639292,Non Food,Paper & Consumables,Baking & Cooking,Baking Parchment,,1x6each,each,BK54,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,BK54,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,BK54,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,BK54,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,BK54,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,BK54,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0
,505164,Non Food,Paper & Consumables,Baking & Cooking,Baking Parchment : 450mm x 75m,,1x6each,each,D410,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D410,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D410,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D410,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D410,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D410,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0
,1236066,Non Food,Paper & Consumables,Baking & Cooking,Cling Film : Caterwrap : 300mmx300m (12) : Cutterbox,,1x6each,each,D428A,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D428A,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D428A,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D428A,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D428A,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D428A,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0
,1070080,Non Food,Paper & Consumables,Baking & Cooking,Cling Film : Caterwrap : 450mmx300m (18),,1x6each,each,D428B,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D428B,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D428B,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D428B,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D428B,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,D428B,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0
,1217712,Non Food,Paper & Consumables,Baking & Cooking,Piping Bags : Disposable,,10x1each,each,ERR:2000|1217712,Greyhound Racing Ireland Group Price List,No,0,10.0000000,each,0,ERR:2000|1217712,Greyhound Racing Ireland Group Price List,No,0,10.0000000,each,0,ERR:2000|1217712,Greyhound Racing Ireland Group Price List,No,0,10.0000000,each,0,ERR:2000|1217712,Greyhound Racing Ireland Group Price List,No,0,10.0000000,each,0,ERR:2000|1217712,Greyhound Racing Ireland Group Price List,No,0,10.0000000,each,0,ERR:2000|1217712,Greyhound Racing Ireland Group Price List,No,0,10.0000000,each,0
,764971,Non Food,Paper & Consumables,Baking & Cooking,Piping Bags : Disposable,,1x100each,each,491030,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,491030,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,491030,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,491030,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,491030,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,491030,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0
,543689,Non Food,Paper & Consumables,Baking & Cooking,SILICONE BAKING PAPER - yellow 60x40cm,,500x1each,each,490827,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,490827,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,490827,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,490827,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,490827,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,490827,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0
,628954,Non Food,Paper & Consumables,Baking & Cooking,Tin Foil : 450mm x 75m : 0% Vat,,6x1each,each,S1522,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,S1522,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,S1522,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,S1522,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,S1522,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,S1522,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0
,702011,Non Food,Paper & Consumables,Baking & Cooking,Vac Pac Bags : 250x300mm,,1x1000each,each,D553,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,D553,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,D553,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,D553,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,D553,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,D553,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0
,1168138,Non Food,Paper & Consumables,Janitorial,Cloths : Semi Disposable : 50x36cm : Multipurpose : Blue,,1x500each,each,OLY3450B,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,OLY3450B,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,OLY3450B,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,OLY3450B,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,OLY3450B,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,OLY3450B,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0
,1004782,Non Food,Paper & Consumables,Janitorial,Ecolab Soap : Spray : Hygienic,Ecolab,6x800ml,ml,,ECOLAB Irish Greyhound Board,Yes,0,4.8000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.8000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.8000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.8000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.8000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.8000000,ltr,0
,952062,Non Food,Paper & Consumables,Janitorial,Gloves : Household : Large : Yellow,,1x1each,each,GR03YLL,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,GR03YLL,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,GR03YLL,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,GR03YLL,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,GR03YLL,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,GR03YLL,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0
,1015445,Non Food,Paper & Consumables,Janitorial,Gloves : Household : Medium : Yellow,,1x1each,each,GR03YLM,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,GR03YLM,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,GR03YLM,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,GR03YLM,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,GR03YLM,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,GR03YLM,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0
,1048152,Non Food,Paper & Consumables,Janitorial,Olympia Gloves : Vinyl : Large : Powder Free : Clear,Olympia,10x100each,each,OLPFCLG,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCLG,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCLG,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCLG,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCLG,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCLG,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0
,1090992,Non Food,Paper & Consumables,Janitorial,Olympia Gloves : Vinyl : Medium : Powder Free : Clear,Olympia,10x100each,each,OLPFCMG,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCMG,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCMG,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCMG,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCMG,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCMG,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0
,1470994,Non Food,Paper & Consumables,Janitorial,Olympia Gloves : Vinyl : Powder Free : Clear : Ex Large,Olympia,1x1000each,each,OLPFCGEX,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCGEX,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCGEX,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCGEX,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCGEX,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0,OLPFCGEX,Greyhound Racing Ireland Group Price List,No,0,1000.0000000,each,0
,964590,Non Food,Paper & Consumables,Janitorial,Scourer : Metal,,1x10each,each,RET0146,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,RET0146,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,RET0146,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,RET0146,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,RET0146,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,RET0146,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0
,534779,Non Food,Paper & Consumables,Janitorial,Scourer : Sponge,,10x1each,each,SPOSCO,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,SPOSCO,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,SPOSCO,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,SPOSCO,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,SPOSCO,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,SPOSCO,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0
,1408197,Non Food,Paper & Consumables,Janitorial,Scourer : Steel : Large : 40g,,10x10each,each,KKSCO,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,KKSCO,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,KKSCO,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,KKSCO,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,KKSCO,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,KKSCO,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0
,1163615,Non Food,Paper & Consumables,Janitorial,Scouring Pads : 9x6 : Green,,10x1each,each,3MRB6,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,3MRB6,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,3MRB6,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,3MRB6,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,3MRB6,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,3MRB6,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0
