EPOS ID, EPOS CODE, YIELD, GROUPING, MENU, COURSE, DISH, SELLING PRICE, TARGET GP, TAX, DISH ID
110183,1,1,Beverages,Kilcohan Park Waterford,Draught Beer,GL Orchard Thieves,3.50,61.48,23.0000,52343,
110187,1,1,Beverages,Kilcohan Park Waterford,Draught Beer,PT Beamish Stout,4.90,57.7,23.0000,53316,
110176,1,1,Beverages,Kilcohan Park Waterford,Draught Beer,PT Coors Light,5.90,56.1,23.0000,52330,
110173,1,1,Beverages,Kilcohan Park Waterford,Draught Beer,PT Guinness,5.40,54,23.0000,52105,
110174,1,1,Beverages,Kilcohan Park Waterford,Draught Beer,PT Heineken,5.90,56.1,23.0000,52326,
110177,1,1,Beverages,Kilcohan Park Waterford,Draught Beer,PT Moretti,6.90,56.1,23.0000,52333,
110175,1,1,Beverages,Kilcohan Park Waterford,Draught Beer,PT Murphys Red Ale,5.40,53.1,23.0000,52329,
110188,1,1,Beverages,Kilcohan Park Waterford,Draught Beer,PT Murphys Stout,5.40,54.3,23.0000,53317,
110178,1,1,Beverages,Kilcohan Park Waterford,Draught Beer,PT Orchards Thieves,6.20,56.5,23.0000,52334,
110269,1,1,Beverages,Kilcohan Park Waterford,Gin,Cork Dry Gin,5.20,79.9,23.0000,52701,
110270,1,1,Beverages,Kilcohan Park Waterford,Gin,Gordons Original Gin,5.50,79,23.0000,52702,
110271,1,1,Beverages,Kilcohan Park Waterford,Gin,Gordons Rose Gin,5.50,77,23.0000,53289,
110292,1,1,Beverages,Kilcohan Park Waterford,Hot Beverages,Americano Coffee,3.20,88.16,23.0000,52517,
110297,1,1,Beverages,Kilcohan Park Waterford,Hot Beverages,Americano Coffee - Takeaway,2.80,78.45,23.0000,52524,
110294,1,1,Beverages,Kilcohan Park Waterford,Hot Beverages,Cappuccino Coffee,3.70,82.17,23.0000,52520,
110298,1,1,Beverages,Kilcohan Park Waterford,Hot Beverages,Cappuccino Coffee - Takeaway,2.90,69.52,23.0000,52525,
110295,1,1,Beverages,Kilcohan Park Waterford,Hot Beverages,Espresso Coffee,2.60,80.94,23.0000,52521,
110299,1,1,Beverages,Kilcohan Park Waterford,Hot Beverages,Espresso Coffee - Takeaway,2.60,72.31,23.0000,52526,
110302,1,1,Beverages,Kilcohan Park Waterford,Hot Beverages,Hot Chocolate,2.80,74.8,23.0000,52529,
110303,1,1,Beverages,Kilcohan Park Waterford,Hot Beverages,Hot Chocolate - Takeaway,2.80,66.8,23.0000,52530,
110293,1,1,Beverages,Kilcohan Park Waterford,Hot Beverages,Latte Coffee,3.70,83.56,23.0000,52518,
110300,1,1,Beverages,Kilcohan Park Waterford,Hot Beverages,Latte Coffee - Takeaway,2.90,71.29,23.0000,52527,
110301,1,1,Beverages,Kilcohan Park Waterford,Hot Beverages,Tea - Takeaway,2.30,79.59,23.0000,52528,
110291,1,1,Beverages,Kilcohan Park Waterford,Hot Beverages,Tea Cup,2.30,89.3,23.0000,52515,
110296,1,1,Beverages,Kilcohan Park Waterford,Hot Beverages,Tea Pot,2.30,77.99,23.0000,52523,
110286,1,1,Beverages,Kilcohan Park Waterford,Liqueurs,Baileys Irish Cream,5.70,80,23.0000,52720,
110284,1,1,Beverages,Kilcohan Park Waterford,Liqueurs,Jagermeister,5.70,78,23.0000,52707,
110285,1,1,Beverages,Kilcohan Park Waterford,Liqueurs,Sambuca,5.20,75,23.0000,52712,
110287,1,1,Beverages,Kilcohan Park Waterford,Liqueurs,Tia Maria,5.00,79,23.0000,52730,
110306,1,1,Beverages,Kilcohan Park Waterford,Liqueurs Coffee,Baileys Coffee,6.50,78.7,23.0000,52727,
110307,1,1,Beverages,Kilcohan Park Waterford,Liqueurs Coffee,French Coffee,6.50,62.2,23.0000,52728,
110304,1,1,Beverages,Kilcohan Park Waterford,Liqueurs Coffee,Hot Irish Whiskey,5.50,67.1,23.0000,52724,
110308,1,1,Beverages,Kilcohan Park Waterford,Liqueurs Coffee,Hot Port,5.50,79.6,23.0000,52750,
110305,1,1,Beverages,Kilcohan Park Waterford,Liqueurs Coffee,Irish Coffee,6.50,68.7,23.0000,52725,
110229,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Cidona 440ml,3.50,69.5,23.0000,52373,
110224,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Coca Cola 200ml,3.00,75.4,23.0000,52366,
110244,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Coca Cola 500ml,3.00,58.57,23.0000,52394,
110228,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Coke Zero 200ml,2.90,76,23.0000,52371,
110243,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Coke Zero 500ml,3.00,62,23.0000,52391,
110225,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Diet Coke 200ml,2.90,76,23.0000,52367,
110265,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Diet Coke 500ml,3.00,62.09,23.0000,52436,
110266,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Elderflower Tonic Water 200ml,3.50,80.29,23.0000,52437,
110227,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Fanta Lemon 200ml,3.00,80,23.0000,52370,
110259,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Fanta Lemon 500ml,3.00,64.69,23.0000,52425,
110226,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Fanta Orange 200ml,3.00,80,23.0000,52369,
110258,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Fanta Orange 500ml,3.00,67.11,23.0000,52424,
110239,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Ginger Ale 125ml,2.20,75.5,23.0000,52385,
110230,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Lucozade,3.50,73.67,23.0000,52374,
110231,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Orange Juice 200ml,3.00,74.38,23.0000,52375,
110237,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Slimline Tonic 125ml,2.20,75.5,23.0000,52383,
110240,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Soda Water 125ml,2.20,75.5,23.0000,52387,
110233,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Sparkling Water 330ml,3.00,81.2,23.0000,52378,
110242,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Sparkling Water 500ml,3.00,89,23.0000,52389,
110235,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Sparkling Water 750ml,6.00,76.9,23.0000,52381,
110223,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Sprite Zero 200ml,2.90,79.2,23.0000,52365,
110245,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Sprite Zero 500ml,3.00,30.33,23.0000,52396,
110232,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Still Water 330ml,3.00,81.2,23.0000,52377,
110241,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Still Water 500ml,3.00,89,23.0000,52388,
110234,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Still Water 750ml,6.00,76.9,23.0000,52379,
110236,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT Tonic Water 125ml,2.20,75.5,23.0000,52382,
110238,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,BT White Lemonade 125ml,2.20,74.6,23.0000,52384,
110264,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Can Monster Energy 250ml,4.20,74.3,23.0000,52434,
110251,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Dash Cordial Blackcurrant 150ml,1.00,81.27,23.0000,52412,
110250,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Dash Cordial Lime 150ml,1.00,81.27,23.0000,52411,
110249,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Dash Cordial Orange 150ml,1.00,81.27,23.0000,52408,
110247,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Dash Red Lemonade 100ml,1.00,88.31,23.0000,52405,
110248,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Dash White Lemonade 100ml,1.00,88.6,23.0000,52406,
110252,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Jug of Cordial Blackcurrant 300ml,3.00,87.52,23.0000,52414,
110254,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Jug of Cordial Lime 300ml,3.00,87.52,23.0000,52418,
110253,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Jug of Cordial Orange 300ml,3.00,87.52,23.0000,52416,
110256,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,PT Cordial Blackcurrant 150ml,1.50,87.51,23.0000,52421,
110257,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,PT Cordial Lime 150ml,1.50,87.51,23.0000,52422,
110255,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,PT Cordial Orange 150ml,1.50,87.51,23.0000,52419,
110261,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Splash Fanta Lemon 150ml ,1.00,68.22,23.0000,52428,
110260,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Splash Fanta Orange 150ml ,1.00,70.41,23.0000,52426,
110246,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Splash Lemon & Lime 150ml,1.00,72.37,23.0000,52402,
110263,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Sqeez Apple Juice 200ml,2.00,81.37,23.0000,52433,
110262,1,1,Beverages,Kilcohan Park Waterford,Minerals & Splits,Sqeez Orange Juice 200ml,2.00,81.37,23.0000,52429,
110221,1,1,Beverages,Kilcohan Park Waterford,N/A Wine Bottle,Torres Natureo Moscatel Spain 75cl,18.00,64.1,23.0000,52512,
110203,1,1,Beverages,Kilcohan Park Waterford,Red Wine Bottle,Aires Andinos Malbec Argentina 75cl,33.00,73.13,23.0000,52506,
110198,1,1,Beverages,Kilcohan Park Waterford,Red Wine Bottle,Copperfield Pinotage South Africa 75cl,31.00,74.3,23.0000,52478,
110202,1,1,Beverages,Kilcohan Park Waterford,Red Wine Bottle,Monologo Rioja Crianza Spain 75cl,33.00,66.38,23.0000,52505,
110200,1,1,Beverages,Kilcohan Park Waterford,Red Wine Bottle,Montanas Y Mar Cabernet Sauvignon Chile 75cl,29.90,72,23.0000,52494,
110199,1,1,Beverages,Kilcohan Park Waterford,Red Wine Bottle,Montgravet Merlot France 75cl,29.90,69.1,23.0000,52480,
110201,1,1,Beverages,Kilcohan Park Waterford,Red Wine Bottle,Solandia Nero D'avola Italy 75cl,29.00,70.04,23.0000,52502,
110205,2,4.2,Beverages,Kilcohan Park Waterford,Red Wine Glass,Montanas Y Mar Cabernet Sauvignon Chile 75cl,8.00,75.1,23.0000,52494,
110204,2,4.2,Beverages,Kilcohan Park Waterford,Red Wine Glass,Montgravet Merlot France 75cl,8.00,72.5,23.0000,52480,
110206,2,4.2,Beverages,Kilcohan Park Waterford,Red Wine Glass,Solandia Nero D'avola Italy 75cl,7.50,72.4,23.0000,52502,
110272,1,1,Beverages,Kilcohan Park Waterford,Rum,Bacardi,5.40,79.1,23.0000,52716,
110273,1,1,Beverages,Kilcohan Park Waterford,Rum,Captain Morgan Spiced,5.40,80,23.0000,52717,
110274,1,1,Beverages,Kilcohan Park Waterford,Rum,Jamacian Dark Rum,5.20,77,23.0000,53320,
110275,2,1,Beverages,Kilcohan Park Waterford,Rum,Malibu,5.20,81,23.0000,52708,
110290,1,1,Beverages,Kilcohan Park Waterford,Shots,Baby Guinness,6.00,76.2,23.0000,52726,
110289,1,1,Beverages,Kilcohan Park Waterford,Shots,Tequila,6.00,77.42,23.0000,52713,
110267,1,1,Beverages,Kilcohan Park Waterford,Vodka,Huzzar Vodka,5.20,75,23.0000,52108,
110268,1,1,Beverages,Kilcohan Park Waterford,Vodka,Smirnoff Vodka,5.50,82,23.0000,52703,
110282,1,1,Beverages,Kilcohan Park Waterford,Whiskey - American,Jack Daniels,5.60,71,23.0000,52714,
110283,1,1,Beverages,Kilcohan Park Waterford,Whiskey - American,Southern Comfort,5.00,73,23.0000,52715,
110280,1,1,Beverages,Kilcohan Park Waterford,Whiskey - Irish,Bushmills Black Bush,6.00,74,23.0000,52735,
110278,1,1,Beverages,Kilcohan Park Waterford,Whiskey - Irish,Bushmills Original,5.50,76,23.0000,52705,
110276,1,1,Beverages,Kilcohan Park Waterford,Whiskey - Irish,Jameson,5.20,72.5,23.0000,52699,
110279,1,1,Beverages,Kilcohan Park Waterford,Whiskey - Irish,Paddys,5.20,75,23.0000,52744,
110277,1,1,Beverages,Kilcohan Park Waterford,Whiskey - Irish,Powers,5.20,74,23.0000,52700,
110281,1,1,Beverages,Kilcohan Park Waterford,Whisky - Scotch,Black & White,5.20,76.9,23.0000,52704,
110208,1,1,Beverages,Kilcohan Park Waterford,White Wine Bottle,Borsari Pinot Grigio Garganega Italy 75cl,29.90,73.66,23.0000,52476,
110212,1,1,Beverages,Kilcohan Park Waterford,White Wine Bottle,Copperfield Chenin Blanc South Africa 75cl,28.00,72.3,23.0000,52507,
110209,1,1,Beverages,Kilcohan Park Waterford,White Wine Bottle,Lopez de Haro Rosado Spain 75cl,32.00,66.88,23.0000,52483,
110210,1,1,Beverages,Kilcohan Park Waterford,White Wine Bottle,Marlborough Sun Sauvignon Blanc 75cl,43.00,67.86,23.0000,52491,
110211,1,1,Beverages,Kilcohan Park Waterford,White Wine Bottle,Montanas Y Mar Sauvignon Blanc Chile 75cl,29.90,71.94,23.0000,52498,
110213,1,1,Beverages,Kilcohan Park Waterford,White Wine Bottle,Pioner Mundi Albarino Spain 75cl,32.00,64.7,23.0000,53319,
110207,1,1,Beverages,Kilcohan Park Waterford,White Wine Bottle,Tocornal Chardonnay Chile 75cl,29.00,72.34,23.0000,52475,
110215,2,4.2,Beverages,Kilcohan Park Waterford,White Wine Glass,Borsari Pinot Grigio Garganega Italy 75cl,8.00,76.56,23.0000,52476,
110216,2,4.2,Beverages,Kilcohan Park Waterford,White Wine Glass,Montanas Y Mar Sauvignon Blanc Chile 75cl,8.00,75.03,23.0000,52498,
110214,2,4.2,Beverages,Kilcohan Park Waterford,White Wine Glass,Tocornal Chardonnay Chile 75cl,7.50,74.53,23.0000,52475,
109917,1,1,Beverages,Kingdom Tralee,Bottled Beer,Can WCC Original 250ml,5.90,66.1,23.0000,52362,
109918,1,1,Beverages,Kingdom Tralee,Bottled Beer,Can WCC Rose 250ml,5.90,66.1,23.0000,52364,
109911,1,1,Beverages,Kingdom Tralee,Bottled Beer,L/N Coors Light 330ml,5.80,75.6,23.0000,52348,
109913,1,1,Beverages,Kingdom Tralee,Bottled Beer,L/N Heineken 0.0 330ml,5.10,75.7,23.0000,52351,
109910,1,1,Beverages,Kingdom Tralee,Bottled Beer,L/N Heineken 355ml,5.80,71,23.0000,52346,
109915,1,1,Beverages,Kingdom Tralee,Bottled Beer,L/N Smirnoff Ice 275ml,5.90,73,23.0000,52360,
109912,1,1,Beverages,Kingdom Tralee,Bottled Beer,L/N Sol 330ml,5.80,73,23.0000,52349,
109916,1,1,Beverages,Kingdom Tralee,Bottled Beer,L/N WKD Blue 275ml,5.90,75,23.0000,52361,
109914,1,1,Beverages,Kingdom Tralee,Bottled Beer,PT BTL Orchard Thieves 568ml,6.50,55.9,23.0000,52356,
110011,1,1,Beverages,Kingdom Tralee,Brandy,Hennessy,5.80,65.8,23.0000,52697,
109941,1,1,Beverages,Kingdom Tralee,Champagne/Sparkling Bottle,Dogarina Prosecco Italy 75cl,32.00,67,23.0000,52488,
109940,1,1,Beverages,Kingdom Tralee,Champagne/Sparkling Bottle,Lanson Black Label Brut France 75cl,90.00,45.83,23.0000,52486,
109943,1,1,Beverages,Kingdom Tralee,Champagne/Sparkling Bottle,Lanson Rose Label France 75cl,110.00,43.16,23.0000,52511,
109942,1,1,Beverages,Kingdom Tralee,Champagne/Sparkling Bottle,Segura Viudas Brut Reserva Cava Spain 75cl,40.00,59.18,23.0000,52510,
109945,1,1,Beverages,Kingdom Tralee,Cocktails,Cosmopolitan,11.00,70,23.0000,52696,
109907,1,1,Beverages,Kingdom Tralee,Draught Beer,GL Beamish Stout,2.90,64.3,23.0000,53315,
109902,1,1,Beverages,Kingdom Tralee,Draught Beer,GL Coors Light,3.20,59.5,23.0000,52340,
109900,1,1,Beverages,Kingdom Tralee,Draught Beer,GL Guinness,3.00,59,23.0000,52335,
109901,1,1,Beverages,Kingdom Tralee,Draught Beer,GL Heineken,3.20,59.5,23.0000,52338,
109903,1,1,Beverages,Kingdom Tralee,Draught Beer,GL Moretti,3.50,56.7,23.0000,52342,
109905,1,1,Beverages,Kingdom Tralee,Draught Beer,GL Murphys Red Ale,3.00,57.8,23.0000,52344,
109906,1,1,Beverages,Kingdom Tralee,Draught Beer,GL Murphys Stout,3.00,58.8,23.0000,53314,
109904,1,1,Beverages,Kingdom Tralee,Draught Beer,GL Orchard Thieves,3.50,61.48,23.0000,52343,
109908,1,1,Beverages,Kingdom Tralee,Draught Beer,PT Beamish Stout,4.90,57.7,23.0000,53316,
109897,1,1,Beverages,Kingdom Tralee,Draught Beer,PT Coors Light,5.90,56.1,23.0000,52330,
109894,1,1,Beverages,Kingdom Tralee,Draught Beer,PT Guinness,5.40,54,23.0000,52105,
109895,1,1,Beverages,Kingdom Tralee,Draught Beer,PT Heineken,5.90,56.1,23.0000,52326,
109898,1,1,Beverages,Kingdom Tralee,Draught Beer,PT Moretti,6.90,56.1,23.0000,52333,
109896,1,1,Beverages,Kingdom Tralee,Draught Beer,PT Murphys Red Ale,5.40,53.1,23.0000,52329,
109909,1,1,Beverages,Kingdom Tralee,Draught Beer,PT Murphys Stout,5.40,54.3,23.0000,53317,
109899,1,1,Beverages,Kingdom Tralee,Draught Beer,PT Orchards Thieves,6.20,56.5,23.0000,52334,
109992,1,1,Beverages,Kingdom Tralee,Gin,Cork Dry Gin,5.20,79.9,23.0000,52701,
109993,1,1,Beverages,Kingdom Tralee,Gin,Gordons Original Gin,5.50,79,23.0000,52702,
109994,1,1,Beverages,Kingdom Tralee,Gin,Gordons Rose Gin,5.50,77,23.0000,53289,
110015,1,1,Beverages,Kingdom Tralee,Hot Beverages,Americano Coffee,3.20,88.16,23.0000,52517,
110020,1,1,Beverages,Kingdom Tralee,Hot Beverages,Americano Coffee - Takeaway,2.80,78.45,23.0000,52524,
110017,1,1,Beverages,Kingdom Tralee,Hot Beverages,Cappuccino Coffee,3.70,82.17,23.0000,52520,
110021,1,1,Beverages,Kingdom Tralee,Hot Beverages,Cappuccino Coffee - Takeaway,2.90,69.52,23.0000,52525,
110018,1,1,Beverages,Kingdom Tralee,Hot Beverages,Espresso Coffee,2.60,80.94,23.0000,52521,
110022,1,1,Beverages,Kingdom Tralee,Hot Beverages,Espresso Coffee - Takeaway,2.60,72.31,23.0000,52526,
110025,1,1,Beverages,Kingdom Tralee,Hot Beverages,Hot Chocolate,2.80,74.8,23.0000,52529,
110026,1,1,Beverages,Kingdom Tralee,Hot Beverages,Hot Chocolate - Takeaway,2.80,66.8,23.0000,52530,
110016,1,1,Beverages,Kingdom Tralee,Hot Beverages,Latte Coffee,3.70,83.56,23.0000,52518,
110023,1,1,Beverages,Kingdom Tralee,Hot Beverages,Latte Coffee - Takeaway,2.90,71.29,23.0000,52527,
110024,1,1,Beverages,Kingdom Tralee,Hot Beverages,Tea - Takeaway,2.30,79.59,23.0000,52528,
110014,1,1,Beverages,Kingdom Tralee,Hot Beverages,Tea Cup,2.30,89.3,23.0000,52515,
110019,1,1,Beverages,Kingdom Tralee,Hot Beverages,Tea Pot,2.30,77.99,23.0000,52523,
110009,1,1,Beverages,Kingdom Tralee,Liqueurs,Baileys Irish Cream,5.70,80,23.0000,52720,
110007,1,1,Beverages,Kingdom Tralee,Liqueurs,Jagermeister,5.70,78,23.0000,52707,
110008,1,1,Beverages,Kingdom Tralee,Liqueurs,Sambuca,5.20,75,23.0000,52712,
110010,1,1,Beverages,Kingdom Tralee,Liqueurs,Tia Maria,5.00,79,23.0000,52730,
110029,1,1,Beverages,Kingdom Tralee,Liqueurs Coffee,Baileys Coffee,6.50,78.7,23.0000,52727,
110030,1,1,Beverages,Kingdom Tralee,Liqueurs Coffee,French Coffee,6.50,62.2,23.0000,52728,
110027,1,1,Beverages,Kingdom Tralee,Liqueurs Coffee,Hot Irish Whiskey,5.50,67.1,23.0000,52724,
110031,1,1,Beverages,Kingdom Tralee,Liqueurs Coffee,Hot Port,5.50,79.6,23.0000,52750,
110028,1,1,Beverages,Kingdom Tralee,Liqueurs Coffee,Irish Coffee,6.50,68.7,23.0000,52725,
109952,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Cidona 440ml,3.50,69.5,23.0000,52373,
109947,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Coca Cola 200ml,3.00,75.4,23.0000,52366,
109967,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Coca Cola 500ml,3.00,58.57,23.0000,52394,
109951,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Coke Zero 200ml,2.90,76,23.0000,52371,
109966,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Coke Zero 500ml,3.00,62,23.0000,52391,
109948,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Diet Coke 200ml,2.90,76,23.0000,52367,
109988,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Diet Coke 500ml,3.00,62.09,23.0000,52436,
109989,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Elderflower Tonic Water 200ml,3.50,80.29,23.0000,52437,
109950,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Fanta Lemon 200ml,3.00,80,23.0000,52370,
109982,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Fanta Lemon 500ml,3.00,64.69,23.0000,52425,
109949,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Fanta Orange 200ml,3.00,80,23.0000,52369,
109981,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Fanta Orange 500ml,3.00,67.11,23.0000,52424,
109962,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Ginger Ale 125ml,2.20,75.5,23.0000,52385,
109953,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Lucozade,3.50,73.67,23.0000,52374,
109954,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Orange Juice 200ml,3.00,74.38,23.0000,52375,
109960,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Slimline Tonic 125ml,2.20,75.5,23.0000,52383,
109963,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Soda Water 125ml,2.20,75.5,23.0000,52387,
109956,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Sparkling Water 330ml,3.00,81.2,23.0000,52378,
109965,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Sparkling Water 500ml,3.00,89,23.0000,52389,
109958,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Sparkling Water 750ml,6.00,76.9,23.0000,52381,
109946,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Sprite Zero 200ml,2.90,79.2,23.0000,52365,
109968,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Sprite Zero 500ml,3.00,30.33,23.0000,52396,
109955,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Still Water 330ml,3.00,81.2,23.0000,52377,
109964,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Still Water 500ml,3.00,89,23.0000,52388,
109957,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Still Water 750ml,6.00,76.9,23.0000,52379,
109959,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT Tonic Water 125ml,2.20,75.5,23.0000,52382,
109961,1,1,Beverages,Kingdom Tralee,Minerals & Splits,BT White Lemonade 125ml,2.20,74.6,23.0000,52384,
109987,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Can Monster Energy 250ml,4.20,74.3,23.0000,52434,
109974,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Dash Cordial Blackcurrant 150ml,1.00,81.27,23.0000,52412,
109973,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Dash Cordial Lime 150ml,1.00,81.27,23.0000,52411,
109972,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Dash Cordial Orange 150ml,1.00,81.27,23.0000,52408,
109970,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Dash Red Lemonade 100ml,1.00,88.31,23.0000,52405,
109971,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Dash White Lemonade 100ml,1.00,88.6,23.0000,52406,
109975,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Jug of Cordial Blackcurrant 300ml,3.00,87.52,23.0000,52414,
109977,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Jug of Cordial Lime 300ml,3.00,87.52,23.0000,52418,
109976,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Jug of Cordial Orange 300ml,3.00,87.52,23.0000,52416,
109979,1,1,Beverages,Kingdom Tralee,Minerals & Splits,PT Cordial Blackcurrant 150ml,1.50,87.51,23.0000,52421,
109980,1,1,Beverages,Kingdom Tralee,Minerals & Splits,PT Cordial Lime 150ml,1.50,87.51,23.0000,52422,
109978,1,1,Beverages,Kingdom Tralee,Minerals & Splits,PT Cordial Orange 150ml,1.50,87.51,23.0000,52419,
109984,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Splash Fanta Lemon 150ml ,1.00,68.22,23.0000,52428,
109983,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Splash Fanta Orange 150ml ,1.00,70.41,23.0000,52426,
109969,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Splash Lemon & Lime 150ml,1.00,72.37,23.0000,52402,
109986,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Sqeez Apple Juice 200ml,2.00,81.37,23.0000,52433,
109985,1,1,Beverages,Kingdom Tralee,Minerals & Splits,Sqeez Orange Juice 200ml,2.00,81.37,23.0000,52429,
109944,1,1,Beverages,Kingdom Tralee,N/A Wine Bottle,Torres Natureo Moscatel Spain 75cl,18.00,64.1,23.0000,52512,
109924,1,1,Beverages,Kingdom Tralee,Red Wine Bottle,Aires Andinos Malbec Argentina 75cl,33.00,73.13,23.0000,52506,
109919,1,1,Beverages,Kingdom Tralee,Red Wine Bottle,Copperfield Pinotage South Africa 75cl,31.00,74.3,23.0000,52478,
109923,1,1,Beverages,Kingdom Tralee,Red Wine Bottle,Monologo Rioja Crianza Spain 75cl,33.00,66.38,23.0000,52505,
109921,1,1,Beverages,Kingdom Tralee,Red Wine Bottle,Montanas Y Mar Cabernet Sauvignon Chile 75cl,29.90,72,23.0000,52494,
109920,1,1,Beverages,Kingdom Tralee,Red Wine Bottle,Montgravet Merlot France 75cl,29.90,69.1,23.0000,52480,
109922,1,1,Beverages,Kingdom Tralee,Red Wine Bottle,Solandia Nero D'avola Italy 75cl,29.00,70.04,23.0000,52502,
109926,2,4.2,Beverages,Kingdom Tralee,Red Wine Glass,Montanas Y Mar Cabernet Sauvignon Chile 75cl,8.00,75.1,23.0000,52494,
109925,2,4.2,Beverages,Kingdom Tralee,Red Wine Glass,Montgravet Merlot France 75cl,8.00,72.5,23.0000,52480,
109927,2,4.2,Beverages,Kingdom Tralee,Red Wine Glass,Solandia Nero D'avola Italy 75cl,7.50,72.4,23.0000,52502,
109995,1,1,Beverages,Kingdom Tralee,Rum,Bacardi,5.40,79.1,23.0000,52716,
